"file_row_index","file_section_name","file_seg_name","file_section_id","file_loc_from","file_loc_to","file_lane_name","file_length","file_area_m2","file_can_treat_flag","file_is_rehab_route_flag","file_is_roundabout_flag","file_next_surf","file_urban_rural","file_onrc","file_nzta_hierarchy","file_onf_street_category","file_onf_movement_rank","file_onf_freight","file_road_use","file_road_class","file_no_of_lanes","file_pave_use","file_adt","file_heavy_perc","file_no_of_bus_routes","file_traff_growth_perc","file_surf_class","file_surf_date","file_surf_function","file_surf_material","file_surf_life_expected","file_surf_layer_no","file_surf_thick","file_pave_type","file_pave_date","file_pave_remlife","file_msd_remlife_lwp","file_msd_remlife_rwp","file_fwd_d0_85","file_fwd_sci_85","file_su_fault_qty","file_pa_fault_qty","file_roughsegment_date","file_naasra_85","file_hsd_date","file_rut_lwpmean_85","file_rut_rwpmean_85","file_cond_survey_date","file_pct_allig","file_pct_lt_crax","file_pct_poth","file_pct_scabb","file_pct_flush","file_pct_shove","file_pct_edgebreak"
192,"Puriri Dale Way",677000,13,0,293,"All",293,3376,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,338,3,0,2,"seal","16/01/2006","R","2CHIP",10,4,36,TRUE,"25/07/1925",-48,-1,-1,-1,-1,0,0,"6/10/2023",69.2677606555021,"1/04/2024",7.73188956828861,5.85308591684141,"1/04/2024",0,0,0,0,0,0,0
193,"Port Street East",802000,917,1431,2115,"All",684,3805,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,1,90,8,0,2,"seal","19/03/2008","R","2CHIP",18,3,24,TRUE,"2/01/1981",7,-1,-1,-1,-1,0,0,"13/10/2023",45,"1/04/2024",7.95740719302784,8.53783614282682,"1/04/2024",0,19.8175922175869,0,4.32176200905815,0,0,0
194,"Port Street East",348000,917,21,396,"All",375,2106,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,2,250,8,0,2,"seal","6/03/2023","R","2CHIP",12,4,37,TRUE,"2/01/1979",5,-1,-1,-1,-1,0,0,"13/10/2023",65.7368395208192,"1/04/2024",9.92158768543952,8.44879718375856,"1/04/2024",0,0,0,0,0,0,0
195,"Railway Terrace East",868000,974,0,730,"All",730,5394,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,3,1063,9,0,2,"seal","17/02/2014","R","1CHIP",16,3,24,TRUE,"2/01/1989",15,-1,-1,-1,-1,0,0,"7/10/2023",81.528407594929,"1/04/2024",8.02365029515296,3.85337285467227,"1/04/2024",15.7834737331141,19.1980210144538,0,0,0,0,0
196,"Freemason Avenue",680000,37,149,172,"All",23,266,TRUE,TRUE,FALSE,"ac","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,1474,3,0,2,"ac","1/07/2017","R","AC",20,2,40,TRUE,"1/07/2017",43,-1,-1,-1,-1,0,0,"5/10/2023",86.6674863165205,"1/04/2024",10.1436195772313,1,"1/04/2024",0,0,0,0,12.1665700874291,0,0
197,"Weston Way",516000,9339,1051,1219,"All",168,3730,TRUE,TRUE,FALSE,"seal","U","Arterial","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,5,9879,3,0,2,"seal","25/02/2008","R","2CHIP",11,3,37,TRUE,"2/01/1953",-21,-1,-1,-1,-1,0,0,"7/10/2023",87.4669002008938,"1/04/2024",4.10655953732556,1,"1/04/2024",0,13.3640972946305,0,0,15.3253733250313,0,0
198,"Port Street East",398000,917,2120,2350,"All",230,1334,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,1,90,8,0,2,"seal","19/03/2008","R","2CHIP",18,3,24,TRUE,"2/01/1981",7,-1,-1,-1,-1,0,0,"13/10/2023",87.8706757556393,"1/04/2024",9.44503109948575,1.74355684610075,"1/04/2024",0,34.8975333513226,0,0,0,0,0
199,"Weston Way",803000,9339,1589,1999,"All",410,5453,TRUE,TRUE,FALSE,"seal","U","Arterial","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,6,10543,4,0,2,"seal","25/02/2008","R","2CHIP",9,4,35,TRUE,"2/01/1953",-21,-1,-1,-1,-1,0,0,"7/10/2023",87.567171091586,"1/04/2024",6.62366153300803,5.09190961909978,"1/04/2024",6.24317042273469,0,0,0,0,0,6.9394559902139
200,"Port Street East",234000,917,874,1340,"All",466,2330,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,2,250,8,0,2,"seal","25/11/2004","R","2CHIP",14,4,34,TRUE,"2/01/1978",4,-1,-1,-1,-1,0,0,"13/10/2023",79.0416501162127,"1/04/2024",4.56877626253113,5.32596880024769,"1/04/2024",0,0,0,0,0,8.86986287357286,0
201,"Burkes Creek Road",197000,20,697,765,"All",68,884,TRUE,TRUE,FALSE,"ac","U","Primary Collector","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2700,4,0,2,"ac","4/03/2014","R","AC",16,4,57,TRUE,"2/06/1981",7,-1,-1,-1,-1,0,0,"6/10/2023",51.5561142423529,"1/04/2024",3.68695756155787,11.4632977190131,"1/04/2024",0,0,0,0,0,0,0
202,"Monaghan Way",311000,18,0,80,"All",80,648,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,43,3,0,2,"seal","14/03/2018","R","2CHIP",15,1,4,TRUE,"14/03/2018",44,-1,-1,-1,-1,0,0,"1/04/2024",73.7194614515914,"1/04/2024",6.43948429507825,13.0620613541669,"1/04/2024",0,0,0,0,27.9913022427354,0,0
203,"Croatia Avenue",816000,6,42,76,"All",34,272,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,50,6,0,2,"ac","4/12/1984","R","AC",30,1,14,TRUE,"3/10/1978",5,-1,-1,-1,-1,0,0,"1/04/2024",72.6838514706793,"1/04/2024",2.44018957769882,5.21705663340486,"1/04/2024",0,30.6342006789055,0,0,0,0,0
204,"Tapeka Heights Lane",62000,21,0,277,"All",277,3601,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,1476,3,0,2,"seal","13/01/2007","R","2CHIP",17,4,36,TRUE,"2/01/1934",-40,-1,-1,-1,-1,0,0,"4/10/2023",69.7618459756581,"1/04/2024",1,3.13510765113435,"1/04/2024",4.5121983976569,0,0.649376804498024,0,0,0,0
205,"Paneika Lane",123000,36,0,370,"All",370,4070,TRUE,TRUE,FALSE,"ac","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,408,10,0,2,"ac","22/06/2019","R","AC",25,4,93,TRUE,"17/01/1965",-9,-1,-1,-1,-1,0,0,"9/10/2023",80.7042599390014,"1/04/2024",7.43838460918052,3.86084769582505,"1/04/2024",0,0,0,3.50155633199029,0,0,0
206,"Tyler Place",867000,38,279,322,"All",43,310,TRUE,TRUE,FALSE,"ac","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,1840,2,0,2,"seal","15/02/1992","R","VFILL",4,2,12,TRUE,"27/04/1951",-23,-1,-1,-1,-1,0,0,"8/10/2023",85.986555168165,"1/04/2024",8.67967156858508,7.46004523622779,"1/04/2024",0,15.5841688502114,0,0,0,0,0
207,"Port Street East",544000,917,0,21,"All",21,109,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,2,250,8,0,2,"seal","25/11/2004","R","2CHIP",14,2,24,TRUE,"2/01/1979",5,-1,-1,-1,-1,0,0,"1/04/2024",85.3894473049765,"1/04/2024",6.32442806468533,1,"1/04/2024",3.72737672296353,0,0,0,0,0,0
208,"Port Street East",544000,917,0,21,"All",21,109,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,2,250,8,0,2,"seal","25/11/2004","R","2CHIP",14,2,24,TRUE,"2/01/1979",5,-1,-1,-1,-1,0,0,"1/04/2024",92.7635674101436,"1/04/2024",1,3.95563454464418,"1/04/2024",11.2885741966311,0,0,0,17.8096487314906,0,0
209,"Freemason Avenue",680000,37,149,172,"All",23,266,TRUE,TRUE,FALSE,"ac","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,1474,3,0,2,"ac","1/07/2017","R","AC",20,2,40,TRUE,"1/07/2017",43,-1,-1,-1,-1,0,0,"5/10/2023",64.6242108257043,"1/04/2024",10.8326336913029,5.23742817555574,"1/04/2024",0,15.9991210771259,1.07894282821566,0,0,0,0
210,"Burkes Creek Road",197000,20,697,765,"All",68,884,TRUE,TRUE,FALSE,"ac","U","Primary Collector","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2700,4,0,2,"ac","4/03/2014","R","AC",16,4,57,TRUE,"2/06/1981",7,-1,-1,-1,-1,0,0,"6/10/2023",74.9241967304631,"1/04/2024",7.44279100587928,1,"1/04/2024",0,23.8942444704007,0,0,0,0,0
211,"Tyler Place",867000,38,279,322,"All",43,310,TRUE,TRUE,FALSE,"ac","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,1840,2,0,2,"seal","15/02/1992","R","VFILL",4,2,12,TRUE,"27/04/1951",-23,-1,-1,-1,-1,0,0,"8/10/2023",96.921065315182,"1/04/2024",6.10820180369753,5.23469529479094,"1/04/2024",0,0,0,0,0,10.1352506973781,3.28548834333196
212,"Burkes Creek Road",197000,20,697,765,"All",68,884,TRUE,TRUE,FALSE,"ac","U","Primary Collector","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2700,4,0,2,"ac","4/03/2014","R","AC",16,4,57,TRUE,"2/06/1981",7,-1,-1,-1,-1,0,0,"6/10/2023",68.9450722612344,"1/04/2024",5.02412103299824,1,"1/04/2024",0,0,0.264503887039609,7.18280776357278,0,0,0
213,"Upper Ahu Ahu Road",535000,10,0,46,"All",46,368,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,100,2,0,2,"seal","1/11/2006","R","RACK",16,4,23,TRUE,"24/06/1967",-7,-1,-1,-1,-1,0,0,"1/04/2024",78.1206268881125,"1/04/2024",6.48458298090445,4.36746907557344,"1/04/2024",0,2.0806234064512,0,0,6.68370834435336,0,0
214,"Weston Way",61000,9339,2385,2696,"All",311,3919,TRUE,TRUE,FALSE,"seal","U","Secondary Collector","COLLECTOR","zz","zz","zz","zz","UM",2,4,2908,2,0,2,"seal","25/02/2008","R","2CHIP",11,2,29,TRUE,"11/05/1957",-17,-1,-1,-1,-1,0,0,"7/10/2023",84.8172812887983,"1/04/2024",1.45819729211762,3.38266711901103,"1/04/2024",9.99686572444625,0,0,0,15.6830459611956,0,0
215,"Burkes Creek Road",664000,20,0,21,"All",21,273,TRUE,TRUE,FALSE,"seal","U","Primary Collector","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2022,5,0,2,"seal","17/02/2014","R","2CHIP",12,1,8,TRUE,"1/09/1974",1,-1,-1,-1,-1,0,0,"6/10/2023",77.6149836157012,"1/04/2024",4.72462136723755,4.9365642789955,"1/04/2024",0,1.83721280982718,0,0,0,11.7143727587536,0
216,"Tarras Road",217000,8,86,120,"All",34,340,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,130,2,0,2,"ac","31/03/2012","R","AC",25,3,35,TRUE,"2/01/1974",0,-1,-1,-1,-1,0,0,"1/04/2024",100.718229789178,"1/04/2024",7.61308051566157,8.26323717415807,"1/04/2024",0,0,0,3.16975635290146,0,6.31546240346506,0
217,"Burkes Creek Road",664000,20,0,21,"All",21,273,TRUE,TRUE,FALSE,"seal","U","Primary Collector","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2022,5,0,2,"seal","17/02/2014","R","2CHIP",12,1,8,TRUE,"1/09/1974",1,-1,-1,-1,-1,0,0,"6/10/2023",58.660532088578,"1/04/2024",9.08720543022178,6.91167693514446,"1/04/2024",0,32.8292184709571,0,0,24.2112026270479,4.91283684084192,0
218,"Kriletich Drive",108000,12,0,263,"All",263,2157,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,678,2,0,2,"ac","22/12/1988","R","AC",30,1,20,TRUE,"2/03/1937",-37,-1,-1,-1,-1,0,0,"9/10/2023",68.4960823394534,"1/04/2024",3.65078145686576,3.09849613297783,"1/04/2024",0,3.99969222280197,0,0,0,0,4.01662109559402
219,"Founders Lane",801000,25,0,597,"All",597,4776,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,472,3,0,2,"seal","9/02/2022","R","2CHIP",18,4,21,TRUE,"8/12/1944",-29,-1,-1,-1,-1,0,0,"9/10/2023",80.0715189715057,"1/04/2024",3.19966857109616,4.69761368360136,"1/04/2024",2.8344911437016,20.5378361993935,0,6.21671058237553,0,0,0
220,"Kowhai Glen",475000,9,0,305,"All",305,2774,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,108,6,0,2,"ac","25/01/1990","R","AC",30,2,20,TRUE,"7/09/1973",0,-1,-1,-1,-1,0,0,"3/10/2023",112.706330619351,"1/04/2024",5.24224268661816,1.40535284919959,"1/04/2024",0,0,0,0,0,0,0
221,"Matai Way",346000,3,0,557,"All",557,5124,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,679,2,0,2,"seal","11/01/2005","R","2CHIP",14,5,21,TRUE,"25/02/1982",8,-1,-1,-1,-1,0,0,"10/10/2023",70.0705870583544,"1/04/2024",2.78745769270763,1,"1/04/2024",0,0,0,0,0,0,0
222,"Fendall Close",628000,15,438,585,"All",147,1852,TRUE,TRUE,FALSE,"seal","U","Primary Collector","LOCAL","zz","zz","zz","zz","UH",2,5,7693,3,0,2,"seal","26/04/2017","R","2CHIP",10,1,11,TRUE,"26/04/2017",43,-1,-1,-1,-1,0,0,"7/10/2023",83.2899863355592,"1/04/2024",3.83664685916611,1,"1/04/2024",0,0,0,0,0,0,0
223,"Lower Ahu Ahu Road",740000,11,0,158,"All",158,1264,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,146,4,0,2,"seal","30/11/2015","R","2CHIP",11,2,29,TRUE,"25/01/1964",-10,-1,-1,-1,-1,0,0,"4/10/2023",82.5337813866347,"1/04/2024",10.3624840615233,8.19118608968499,"1/04/2024",0,11.586542041041,0,0,0,0,0
224,"Tyler Place",489000,38,334,389,"All",55,583,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,1840,2,0,2,"seal","15/02/1992","R","VFILL",4,1,4,TRUE,"27/04/1951",-23,-1,-1,-1,-1,0,0,"1/04/2024",78.7988777788178,"1/04/2024",1,4.12621674259567,"1/04/2024",9.99489011638798,0,1.0105224323459,0,0,0,0
225,"Upper Ahu Ahu Road",535000,10,0,46,"All",46,368,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,100,2,0,2,"seal","1/11/2006","R","RACK",16,4,23,TRUE,"24/06/1967",-7,-1,-1,-1,-1,0,0,"1/04/2024",82.1630616969464,"1/04/2024",8.1971029150266,3.3100061933769,"1/04/2024",0,0,0,0,0,0,0
226,"Fendall Close",495000,15,0,438,"All",438,5480,TRUE,TRUE,FALSE,"seal","U","Primary Collector","LOCAL","zz","zz","zz","zz","UH",2,5,4503,2.1,0,2,"seal","27/03/2013","R","2CHIP",12,5,48,TRUE,"2/12/1966",-7,-1,-1,-1,-1,0,0,"7/10/2023",86.9236342703068,"1/04/2024",3.10991549901962,1,"1/04/2024",0,34.3958801499102,0,0,0,10.2908530812711,0
227,"Freemason Avenue",680000,37,149,172,"All",23,266,TRUE,TRUE,FALSE,"ac","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,1474,3,0,2,"ac","1/07/2017","R","AC",20,2,40,TRUE,"1/07/2017",43,-1,-1,-1,-1,0,0,"5/10/2023",102.943292510178,"1/04/2024",1,11.0438376546092,"1/04/2024",0,0,0,0,0,0,0
228,"Gallop Lane",90000,27,116,136,"All",20,164,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,105,2,0,2,"ac","2/02/2016","R","AC",35,2,48,TRUE,"2/01/1959",-15,-1,-1,-1,-1,0,0,"1/04/2024",99.7128171610938,"1/04/2024",7.88765066564064,7.71924450530019,"1/04/2024",0,0,0,0,0,0,7.33689521532506
229,"Port Street East",398000,917,2120,2350,"All",230,1334,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,1,90,8,0,2,"seal","19/03/2008","R","2CHIP",18,3,24,TRUE,"2/01/1981",7,-1,-1,-1,-1,0,0,"13/10/2023",92.2042134466782,"1/04/2024",5.70008145297424,8.18794866512536,"1/04/2024",0,0,0,0,0,0,0
230,"Weston Way",741000,9339,3457,3675,"All",218,2747,TRUE,TRUE,FALSE,"ac","U","Secondary Collector","LOCAL","zz","zz","zz","zz","UM",2,3,1047,2,0,2,"ac","25/11/2007","R","AC",25,1,20,TRUE,"6/04/2007",33,-1,-1,-1,-1,0,0,"7/10/2023",84.8289452660296,"1/04/2024",14.436933364678,4.71534512196748,"1/04/2024",0,3.56300344597548,0,0,0,0,0
231,"Weston Way",532000,9339,1237,1589,"All",352,4542,TRUE,TRUE,FALSE,"seal","U","Arterial","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,6,10525,4,0,2,"seal","25/02/2008","R","2CHIP",9,4,35,TRUE,"2/01/1953",-21,-1,-1,-1,-1,0,0,"7/10/2023",84.4257351641606,"1/04/2024",4.3068801832881,2.22122901043603,"1/04/2024",0,0,0,0,7.40521304658614,0,0
232,"Sarah Lane",538000,16,0,515,"All",515,4602,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,877,3,0,2,"seal","17/12/2007","R","2CHIP",17,3,24,TRUE,"2/01/1965",-9,-1,-1,-1,-1,0,0,"4/10/2023",89.5428326813011,"1/04/2024",5.66699734544771,7.44447977819364,"1/04/2024",0,0,1.17748712233733,0,0,0,0
233,"Okoare Lane",16000,33,0,58,"All",58,371,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,50,3,0,2,"seal","13/03/2018","R","2CHIP",15,3,34,TRUE,"2/01/1952",-22,-1,-1,-1,-1,0,0,"1/04/2024",91.9097898098227,"1/04/2024",14.1877512080484,3.86875302624459,"1/04/2024",0,24.1466014173348,0,0,0,0,7.73755172640085
234,"Burkes Creek Road",197000,20,697,765,"All",68,884,TRUE,TRUE,FALSE,"ac","U","Primary Collector","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2700,4,0,2,"ac","4/03/2014","R","AC",16,4,57,TRUE,"2/06/1981",7,-1,-1,-1,-1,0,0,"6/10/2023",80.6463529732492,"1/04/2024",6.34520218268116,12.5237236651988,"1/04/2024",0,12.9107900327072,0,0,0,0,0
235,"Burkes Creek Road",795000,20,549,697,"All",148,1924,TRUE,TRUE,FALSE,"seal","U","Primary Collector","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2700,4,0,2,"seal","21/01/2012","R","2CHIP",12,3,27,TRUE,"2/06/1981",7,-1,-1,-1,-1,0,0,"6/10/2023",69.561755977422,"1/04/2024",1,8.132283151741,"1/04/2024",0,24.5960217979737,0,0,0,0,0
236,"Burkes Creek Road",664000,20,0,21,"All",21,273,TRUE,TRUE,FALSE,"seal","U","Primary Collector","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2022,5,0,2,"seal","17/02/2014","R","2CHIP",12,1,8,TRUE,"1/09/1974",1,-1,-1,-1,-1,0,0,"6/10/2023",86.2923404323168,"1/04/2024",5.60333504229828,8.88752608796747,"1/04/2024",0,0,0.10350343006663,0,17.5571228796616,0,0
237,"Gallop Lane",26000,27,0,116,"All",116,951,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,105,2,0,2,"seal","30/11/2015","R","2CHIP",11,2,26,TRUE,"26/12/1958",-15,-1,-1,-1,-1,0,0,"1/04/2024",56.7142844208715,"1/04/2024",1.86223365510602,8.35755687465285,"1/04/2024",0,38.9564065446611,0,6.59711476741359,0,0,0
238,"Upper Ahu Ahu Road",681000,10,46,68,"All",22,176,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,100,2,0,2,"ac","31/03/2012","R","AC",15,4,53,TRUE,"24/06/1967",-7,-1,-1,-1,-1,0,0,"1/04/2024",72.7446014354127,"1/04/2024",8.72220246494916,11.1876434189297,"1/04/2024",0,0,0.568044899222441,0,0,0,0
239,"Lower Ahu Ahu Road",740000,11,0,158,"All",158,1264,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,146,4,0,2,"seal","30/11/2015","R","2CHIP",11,2,29,TRUE,"25/01/1964",-10,-1,-1,-1,-1,0,0,"4/10/2023",99.4544821890449,"1/04/2024",9.46634265741089,11.3124162807078,"1/04/2024",0,0,0,0,0,0,0
240,"Freemason Avenue",239000,37,0,149,"All",149,1937,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,1771,3,0,2,"seal","20/02/2008","R","2CHIP",17,4,30,TRUE,"23/03/1984",10,-1,-1,-1,-1,0,0,"5/10/2023",61.4441946163264,"1/04/2024",4.80674120219659,9.53868185863774,"1/04/2024",0,8.1361665725708,0,0,0,0,0
241,"Weston Way",61000,9339,2385,2696,"All",311,3919,TRUE,TRUE,FALSE,"seal","U","Secondary Collector","COLLECTOR","zz","zz","zz","zz","UM",2,4,2908,2,0,2,"seal","25/02/2008","R","2CHIP",11,2,29,TRUE,"11/05/1957",-17,-1,-1,-1,-1,0,0,"7/10/2023",82.5520865569025,"1/04/2024",5.46487613529564,5.79185528578881,"1/04/2024",0,4.1413341097068,0,0,0,0,4.00481135165319
242,"Weston Way",61000,9339,2385,2696,"All",311,3919,TRUE,TRUE,FALSE,"seal","U","Secondary Collector","COLLECTOR","zz","zz","zz","zz","UM",2,4,2908,2,0,2,"seal","25/02/2008","R","2CHIP",11,2,29,TRUE,"11/05/1957",-17,-1,-1,-1,-1,0,0,"7/10/2023",59.8005394846312,"1/04/2024",5.64679714776135,6.54940606921927,"1/04/2024",7.27951005380601,0,0,0,0,0,4.03347803745419
243,"Leicester Place",149000,35,0,660,"All",660,6418,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,747,4,0,2,"seal","29/01/2022","R","2CHIP",17,4,44,TRUE,"1/09/1928",-45,-1,-1,-1,-1,0,0,"5/10/2023",60.2635570934429,"1/04/2024",11.323681723686,7.24492658498067,"1/04/2024",19.0300441493746,15.0210952297784,0,0,0,0,5.89126120461151
244,"Weston Way",428000,9339,1999,2369,"All",370,4863,TRUE,TRUE,FALSE,"seal","U","Arterial","COLLECTOR","zz","zz","zz","zz","UH",2,5,8830,3.6,0,2,"seal","25/02/2008","R","2CHIP",9,6,53,TRUE,"1/12/1977",4,-1,-1,-1,-1,0,0,"7/10/2023",88.0358597491154,"1/04/2024",3.72889869936829,8.05107963351578,"1/04/2024",0,6.64218267798424,0,0,0,0,0
245,"Port Street East",802000,917,1431,2115,"All",684,3805,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,1,90,8,0,2,"seal","19/03/2008","R","2CHIP",18,3,24,TRUE,"2/01/1981",7,-1,-1,-1,-1,0,0,"13/10/2023",87.9544375090522,"1/04/2024",6.98894698805449,7.7064557366166,"1/04/2024",0,0,0,0,0,0,6.78460600785911
246,"Weston Way",576000,9339,2696,3114,"All",418,5247,TRUE,TRUE,FALSE,"seal","U","Primary Collector","COLLECTOR","zz","zz","zz","zz","UH",2,4,2908,2,0,2,"seal","25/02/2008","R","2CHIP",11,3,37,TRUE,"13/05/1957",-17,-1,-1,-1,-1,0,0,"7/10/2023",76.9446943733358,"1/04/2024",6.1805175802322,2.86655607560791,"1/04/2024",7.37865961692296,0,1.12549914613366,0,0,0,0
247,"Fladgate Drive",341000,2,0,565,"All",565,4238,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,532,2,0,2,"seal","3/03/2003","R","2CHIP",14,3,20,TRUE,"2/03/1966",-8,-1,-1,-1,-1,0,0,"9/10/2023",73.1111688190951,"1/04/2024",4.23969667308554,2.55754341209199,"1/04/2024",0,0,0,0,0,0,0
248,"Burkes Creek Road",197000,20,697,765,"All",68,884,TRUE,TRUE,FALSE,"ac","U","Primary Collector","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2700,4,0,2,"ac","4/03/2014","R","AC",16,4,57,TRUE,"2/06/1981",7,-1,-1,-1,-1,0,0,"6/10/2023",63.9240229724336,"1/04/2024",6.64861538489113,6.6705979608258,"1/04/2024",0,0,0,0,0,0,0
249,"Weston Way",428000,9339,1999,2369,"All",370,4863,TRUE,TRUE,FALSE,"seal","U","Arterial","COLLECTOR","zz","zz","zz","zz","UH",2,5,8830,3.6,0,2,"seal","25/02/2008","R","2CHIP",9,6,53,TRUE,"1/12/1977",4,-1,-1,-1,-1,0,0,"7/10/2023",64.8718131767395,"1/04/2024",6.516257738099,5.63423908944751,"1/04/2024",0,0,0,0,7.707969781477,0,6.2703196676448
250,"Tarras Road",753000,8,0,86,"All",86,860,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,130,2,0,2,"seal","27/11/2015","R","2CHIP",14,4,33,TRUE,"2/01/1974",0,-1,-1,-1,-1,0,0,"1/04/2024",71.4694101532625,"1/04/2024",8.88623094041387,6.48015008570513,"1/04/2024",0,0,0,0,0,0,0
251,"Leicester Place",149000,35,0,660,"All",660,6418,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,747,4,0,2,"seal","29/01/2022","R","2CHIP",17,4,44,TRUE,"1/09/1928",-45,-1,-1,-1,-1,0,0,"5/10/2023",58.8589851890786,"1/04/2024",6.84620247726869,1.69133012762577,"1/04/2024",0,0,0.53002335825935,0,0,0,0
252,"Weston Way",750000,9339,965,1051,"All",86,1909,TRUE,TRUE,FALSE,"seal","U","Arterial","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,5,9879,3,0,2,"ac","3/04/2013","R","AC",18,1,30,TRUE,"2/01/1953",-21,-1,-1,-1,-1,0,0,"7/10/2023",74.4910231487873,"1/04/2024",15.3307992329336,4.51189379571743,"1/04/2024",0,0,0,0,12.7339975279756,0,0
253,"Fendall Close",495000,15,0,438,"All",438,5480,TRUE,TRUE,FALSE,"seal","U","Primary Collector","LOCAL","zz","zz","zz","zz","UH",2,5,4503,2.1,0,2,"seal","27/03/2013","R","2CHIP",12,5,48,TRUE,"2/12/1966",-7,-1,-1,-1,-1,0,0,"7/10/2023",62.4818978553874,"1/04/2024",4.23891824301635,2.00955513071818,"1/04/2024",0,14.2354467057157,0,0,0,0,0
254,"Infantry Lane",129000,43,0,95,"All",95,332,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",1,1,14,4,0,2,"seal","1/07/2004","R","2CHIP",16,1,11,TRUE,"2/01/1972",-2,-1,-1,-1,-1,0,0,"1/04/2024",73.8682237073489,"1/04/2024",2.15178548641917,9.55105781164405,"1/04/2024",11.4988920711912,0,0.384714026120491,0,0,0,0
