"file_row_index","file_section_name","file_seg_name","file_section_id","file_loc_from","file_loc_to","file_lane_name","file_length","file_area_m2","file_can_treat_flag","file_is_rehab_route_flag","file_is_roundabout_flag","file_next_surf","file_urban_rural","file_onrc","file_nzta_hierarchy","file_onf_street_category","file_onf_movement_rank","file_onf_freight","file_road_use","file_road_class","file_no_of_lanes","file_pave_use","file_adt","file_heavy_perc","file_no_of_bus_routes","file_traff_growth_perc","file_surf_class","file_surf_date","file_surf_function","file_surf_material","file_surf_life_expected","file_surf_layer_no","file_surf_thick","file_pave_type","file_pave_date","file_pave_remlife","file_msd_remlife_lwp","file_msd_remlife_rwp","file_fwd_d0_85","file_fwd_sci_85","file_su_fault_qty","file_pa_fault_qty","file_roughsegment_date","file_naasra_85","file_hsd_date","file_rut_lwpmean_85","file_rut_rwpmean_85","file_cond_survey_date","file_pct_allig","file_pct_lt_crax","file_pct_poth","file_pct_scabb","file_pct_flush","file_pct_shove","file_pct_edgebreak"
318,"Dawick Street",696000,7056,0,78,"All",78,640,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,67,2,0,2,"seal","30/11/2015","R","2CHIP",11,2,26,TRUE,"2/05/1959",-15,-1,-1,-1,-1,0,0,"1/04/2024",64.1534794042854,"1/04/2024",7.4356549595179,6.77489917743636,"1/04/2024",0,0,0,0,0,0,0
319,"Huamanu Street",817000,41,116,134,"All",18,149,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,100,3,0,2,"ac","1/12/2014","R","AC",30,2,30,TRUE,"2/01/1972",-2,-1,-1,-1,-1,0,0,"1/04/2024",73.3600515998166,"1/04/2024",9.34372714903693,10.0577640195956,"1/04/2024",0,0,0,6.9282389243599,0,0,0
320,"Paneika Lane",195000,36,370,391,"All",21,231,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,408,10,0,2,"seal","1/02/2004","R","2CHIP",10,3,33,TRUE,"17/01/1965",-9,-1,-1,-1,-1,0,0,"9/10/2023",75.3556597678146,"1/04/2024",5.74653053601338,8.21035485284458,"1/04/2024",0,0,0.84197235756088,0,0,0,0
321,"Fendall Close",950000,15,736,814,"All",78,1763,TRUE,TRUE,FALSE,"seal","U","Primary Collector","LOCAL","zz","zz","zz","zz","UH",2,6,12232,3,0,2,"seal","24/01/2002","R","2CHIP",10,3,35,TRUE,"2/01/1966",-8,-1,-1,-1,-1,0,0,"7/10/2023",69.5192750914679,"1/04/2024",8.58321839340025,2.36522525078578,"1/04/2024",10.5731208866928,32.1828297919128,0,0,0,4.94913908001035,0
322,"Ashlar Court",387000,39,0,251,"All",251,2108,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,291,2,0,2,"seal","1/08/2000","R","VFILL",12,3,17,TRUE,"25/04/1955",-19,-1,-1,-1,-1,0,0,"8/10/2023",51.4668086340365,"1/04/2024",8.1552960431595,6.49260302255798,"1/04/2024",0,0,0,0,0,11.301318267826,0
323,"Highfield Drive",14000,4,0,71,"All",71,497,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,100,2,0,2,"seal","21/12/2007","R","LOCK",12,2,23,TRUE,"2/03/1966",-8,-1,-1,-1,-1,0,0,"1/04/2024",60.7550321143751,"1/04/2024",4.45707251039651,4.96371734222502,"1/04/2024",0,39.9746335349046,0,0,0,0,0
324,"Dickins Lane",23000,44,0,474,"All",474,2939,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,1443,4,0,2,"seal","7/03/2022","R","RACK",10,1,5,TRUE,"3/01/1992",18,-1,-1,-1,-1,0,0,"11/10/2023",86.5752925181846,"1/04/2024",3.32679596743075,11.4703062283024,"1/04/2024",0,0,0,0,20.0214889494237,0,2.33592254901305
325,"Port Street East",348000,917,21,396,"All",375,2106,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,2,250,8,0,2,"seal","6/03/2023","R","2CHIP",12,4,37,TRUE,"2/01/1979",5,-1,-1,-1,-1,0,0,"13/10/2023",116.072348128004,"1/04/2024",2.64289104352357,3.38151686950015,"1/04/2024",0,0,0,0,20.5484662798699,4.4086777260527,6.19213875383139
326,"Burkes Creek Road",664000,20,0,21,"All",21,273,TRUE,TRUE,FALSE,"seal","U","Primary Collector","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2022,5,0,2,"seal","17/02/2014","R","2CHIP",12,1,8,TRUE,"1/09/1974",1,-1,-1,-1,-1,0,0,"6/10/2023",59.1045443729331,"1/04/2024",6.02529110558168,5.3399546408232,"1/04/2024",0,0,0.662198345842771,0,0,0,0
327,"Foxglove Drive",329000,9167,0,668,"All",668,4008,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,3,1230,21,0,2,"ac","10/02/2011","R","AC",35,1,30,TRUE,"12/05/2011",37,-1,-1,-1,-1,0,0,"10/10/2023",51.2752775180078,"1/04/2024",2.07413266118329,1.15367338867372,"1/04/2024",0,0,0,0,21.2305007397663,0,0
328,"Stud Road",341000,26,0,205,"All",205,2686,TRUE,TRUE,FALSE,"seal","U","Secondary Collector","LOCAL","zz","zz","zz","zz","UM",2,3,1363,3,0,2,"seal","21/03/2015","R","2CHIP",14,3,39,TRUE,"1/01/1960",-14,-1,-1,-1,-1,0,0,"3/10/2023",45,"1/04/2024",8.1186328705051,7.50396927723848,"1/04/2024",0,6.66037194430828,0,0,0,0,0
329,"Stirrup Lane",800000,28,0,261,"All",261,2558,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,245,3,0,2,"seal","16/02/2016","R","2CHIP",11,4,49,TRUE,"3/01/1927",-47,-1,-1,-1,-1,0,0,"5/10/2023",68.714352584936,"1/04/2024",10.7914022347798,8.28020730066234,"1/04/2024",0,0,0,0,18.6371721921023,0,0
330,"Dickins Lane",23000,44,0,474,"All",474,2939,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,1443,4,0,2,"seal","7/03/2022","R","RACK",10,1,5,TRUE,"3/01/1992",18,-1,-1,-1,-1,0,0,"11/10/2023",68.9532908312353,"1/04/2024",5.57518702275194,5.09051616598951,"1/04/2024",0,0,0,0,0,0,0
331,"Sir John McKenzie Drive",677000,22,0,530,"All",530,4293,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,239,4,0,2,"seal","10/12/2015","R","2CHIP",10,3,24,TRUE,"1/12/1966",-7,-1,-1,-1,-1,0,0,"10/10/2023",81.6260486985878,"1/04/2024",2.71594020481842,2.55247144777774,"1/04/2024",0,34.5493567790836,0,0,0,0,0
332,"Weston Way",803000,9339,1589,1999,"All",410,5453,TRUE,TRUE,FALSE,"seal","U","Arterial","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,6,10543,4,0,2,"seal","25/02/2008","R","2CHIP",9,4,35,TRUE,"2/01/1953",-21,-1,-1,-1,-1,0,0,"7/10/2023",83.4431431923354,"1/04/2024",1,8.03495199754012,"1/04/2024",0,7.67313781240955,0.084174515013583,0,0,0,0
333,"Dickins Lane",347000,44,474,1091,"All",617,4395,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,701,4,0,2,"seal","9/03/2022","R","2CHIP",18,1,9,TRUE,"29/10/1971",-2,-1,-1,-1,-1,0,0,"11/10/2023",83.9479516547333,"1/04/2024",7.4508917653259,6.16760349124287,"1/04/2024",0,0,0,0,0,0,0
334,"Paneika Lane",195000,36,370,391,"All",21,231,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,408,10,0,2,"seal","1/02/2004","R","2CHIP",10,3,33,TRUE,"17/01/1965",-9,-1,-1,-1,-1,0,0,"9/10/2023",75.7060628916737,"1/04/2024",6.09036156325372,1.40899697071378,"1/04/2024",0,9.34194657206535,0,5.05466788308695,19.42120464053,0,0
335,"Port Street East",234000,917,874,1340,"All",466,2330,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,2,250,8,0,2,"seal","25/11/2004","R","2CHIP",14,4,34,TRUE,"2/01/1978",4,-1,-1,-1,-1,0,0,"13/10/2023",53.3877160864738,"1/04/2024",3.41246306364995,7.79186910454927,"1/04/2024",0,33.0315958971623,0,0,0,0,0
336,"Gallop Lane",26000,27,0,116,"All",116,951,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,105,2,0,2,"seal","30/11/2015","R","2CHIP",11,2,26,TRUE,"26/12/1958",-15,-1,-1,-1,-1,0,0,"1/04/2024",70.1051762709052,"1/04/2024",5.14696343079026,7.7805565209165,"1/04/2024",0,0,0,0,0,0,3.87367243506014
337,"Puriri Dale Way",677000,13,0,293,"All",293,3376,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,338,3,0,2,"seal","16/01/2006","R","2CHIP",10,4,36,TRUE,"25/07/1925",-48,-1,-1,-1,-1,0,0,"6/10/2023",72.6498510620041,"1/04/2024",6.02578753525509,4.04025675373028,"1/04/2024",0,0,0,0,0,0,0
338,"Tarras Road",217000,8,86,120,"All",34,340,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,130,2,0,2,"ac","31/03/2012","R","AC",25,3,35,TRUE,"2/01/1974",0,-1,-1,-1,-1,0,0,"1/04/2024",60.5856540825417,"1/04/2024",10.3497529665098,1,"1/04/2024",0,0,0,0,0,0,0
339,"George Noble Road",15000,24,272,286,"All",14,106,TRUE,TRUE,FALSE,"ac","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,356,4,0,2,"ac","18/11/2014","R","AC",30,2,50,TRUE,"1/05/1950",-24,-1,-1,-1,-1,0,0,"9/10/2023",71.9127814146552,"1/04/2024",4.12610114485149,3.78790264282943,"1/04/2024",0,0,0,0,0,0,3.53498398372903
340,"Puriri Dale Way",677000,13,0,293,"All",293,3376,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,338,3,0,2,"seal","16/01/2006","R","2CHIP",10,4,36,TRUE,"25/07/1925",-48,-1,-1,-1,-1,0,0,"6/10/2023",62.0300156767244,"1/04/2024",4.02546424894796,4.21673727806738,"1/04/2024",0,0,0,0,0,0,4.02588118193671
341,"Tyler Place",952000,38,0,279,"All",279,2009,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,1840,2,0,2,"seal","19/01/2007","R","RACK",14,3,12,TRUE,"27/04/1951",-23,-1,-1,-1,-1,0,0,"8/10/2023",58.238060802115,"1/04/2024",6.7790701994589,7.17302532491594,"1/04/2024",11.975562520558,0,0,0,17.0851097570267,0,4.70677114697173
342,"Epiha Road Upper",905000,1037,0,415,"All",415,3735,TRUE,TRUE,FALSE,"seal","U","Arterial","MAJOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2424,14,0,2,"seal","1/04/2014","R","2CHIP",12,4,30,TRUE,"2/01/1989",15,-1,-1,-1,-1,0,0,"10/10/2023",70.1632877051727,"1/04/2024",9.24439318717545,10.7113355339657,"1/04/2024",0,21.9923881604336,0,0,9.12674252875149,7.5229462031275,0
343,"Curly McLeod Way",137000,30,0,69,"All",69,552,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,32,2,0,2,"seal","18/12/2006","R","RACK",12,2,24,TRUE,"28/05/1964",-10,-1,-1,-1,-1,0,0,"1/04/2024",48.8544445569964,"1/04/2024",8.08491814574546,3.71377657773753,"1/04/2024",0,0,0,0,9.9567093316,0,0
344,"Burkes Creek Road",197000,20,697,765,"All",68,884,TRUE,TRUE,FALSE,"ac","U","Primary Collector","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2700,4,0,2,"ac","4/03/2014","R","AC",16,4,57,TRUE,"2/06/1981",7,-1,-1,-1,-1,0,0,"6/10/2023",45.6319134181019,"1/04/2024",9.09312264149514,6.29147388717286,"1/04/2024",0,0,1.15166668965481,0,0,0,0
345,"Dawick Street",681000,7056,78,88,"All",10,82,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,67,2,0,2,"ac","2/02/2016","R","AC",40,2,48,TRUE,"2/05/1959",-15,-1,-1,-1,-1,0,0,"1/04/2024",80.9284321671461,"1/04/2024",1.68345688646792,7.66462694701364,"1/04/2024",0,0,0,0,0,0,0
346,"Riroriro Road",960000,29,122,139,"All",17,105,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,60,3,0,2,"ac","31/03/2012","R","AC",30,3,45,TRUE,"1/05/1964",-10,-1,-1,-1,-1,0,0,"1/04/2024",67.4916022332358,"1/04/2024",1.80950901982924,1,"1/04/2024",0,0,0,0,0,0,0
347,"Kowhai Glen",475000,9,0,305,"All",305,2774,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,108,6,0,2,"ac","25/01/1990","R","AC",30,2,20,TRUE,"7/09/1973",0,-1,-1,-1,-1,0,0,"3/10/2023",80.0531665308636,"1/04/2024",9.25780641739165,9.38898076247864,"1/04/2024",0,0,0,5.46660683886148,0,2.57319219922647,0
348,"Foxglove Drive",329000,9167,0,668,"All",668,4008,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,3,1230,21,0,2,"ac","10/02/2011","R","AC",35,1,30,TRUE,"12/05/2011",37,-1,-1,-1,-1,0,0,"10/10/2023",87.2880889800909,"1/04/2024",8.58540906309714,3.51664018756334,"1/04/2024",0,0,0,0,7.51488069770858,0,0
349,"Fendall Close",631000,15,585,643,"All",58,731,TRUE,TRUE,FALSE,"seal","U","Primary Collector","LOCAL","zz","zz","zz","zz","UH",2,5,7693,3,0,2,"ac","28/04/2017","R","AC",18,2,51,TRUE,"26/04/2017",43,-1,-1,-1,-1,0,0,"7/10/2023",75.9820627815228,"1/04/2024",9.68180519114953,8.15199330428973,"1/04/2024",0,0,0,0,11.0397150169592,0,0
350,"Weston Way",325000,9339,3398,3457,"All",59,743,TRUE,TRUE,FALSE,"seal","U","Secondary Collector","LOCAL","zz","zz","zz","zz","UM",2,3,1047,2,0,2,"ac","28/02/2005","R","AC",20,2,31,TRUE,"10/04/1996",22,-1,-1,-1,-1,0,0,"7/10/2023",80.8880451552426,"1/04/2024",9.56231345655942,1.86376278940663,"1/04/2024",15.232654765714,24.6774986849632,0,0,0,0,0
351,"Bronte Road East",406000,1092,156,183,"All",27,216,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,316,2,0,2,"ac","1/07/2001","R","AC",20,1,25,TRUE,"1/06/2001",27,-1,-1,-1,-1,0,0,"10/10/2023",100.029459517438,"1/04/2024",8.53858518124609,4.96539899216658,"1/04/2024",0,0,0,0,0,0,0
352,"Fendall Close",389000,15,643,736,"All",93,1902,TRUE,TRUE,FALSE,"seal","U","Primary Collector","LOCAL","zz","zz","zz","zz","UH",2,6,11256,3,0,2,"seal","26/04/2017","R","2CHIP",10,1,11,TRUE,"2/01/1966",-8,-1,-1,-1,-1,0,0,"7/10/2023",75.9438785459938,"1/04/2024",7.15366781347262,9.00511940941794,"1/04/2024",0,0,0,0,0,0,0
353,"Dickins Lane",347000,44,474,1091,"All",617,4395,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,701,4,0,2,"seal","9/03/2022","R","2CHIP",18,1,9,TRUE,"29/10/1971",-2,-1,-1,-1,-1,0,0,"11/10/2023",90.5847892494149,"1/04/2024",7.51513892631017,8.10221034048936,"1/04/2024",0,0,0,0,0,0,0
354,"Puriri Dale Way",677000,13,0,293,"All",293,3376,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,338,3,0,2,"seal","16/01/2006","R","2CHIP",10,4,36,TRUE,"25/07/1925",-48,-1,-1,-1,-1,0,0,"6/10/2023",65.4747703499175,"1/04/2024",5.39355270256149,6.6862283455313,"1/04/2024",6.50940778898075,2.10196553124115,0,5.7801514742896,0,9.31255860533565,0
355,"Riroriro Road",960000,29,122,139,"All",17,105,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,60,3,0,2,"ac","31/03/2012","R","AC",30,3,45,TRUE,"1/05/1964",-10,-1,-1,-1,-1,0,0,"1/04/2024",74.4183552873313,"1/04/2024",8.22699596910119,10.5295855877911,"1/04/2024",0,14.4630506681278,0,0,7.70949801779352,0,0
356,"Port Street East",802000,917,1431,2115,"All",684,3805,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,1,90,8,0,2,"seal","19/03/2008","R","2CHIP",18,3,24,TRUE,"2/01/1981",7,-1,-1,-1,-1,0,0,"13/10/2023",60.59115172189,"1/04/2024",7.48382450567284,4.90613909485689,"1/04/2024",0,5.96958955866285,0.290612259497866,0,0,2.42828969890252,0
357,"Weston Way",61000,9339,2385,2696,"All",311,3919,TRUE,TRUE,FALSE,"seal","U","Secondary Collector","COLLECTOR","zz","zz","zz","zz","UM",2,4,2908,2,0,2,"seal","25/02/2008","R","2CHIP",11,2,29,TRUE,"11/05/1957",-17,-1,-1,-1,-1,0,0,"7/10/2023",74.4740687757166,"1/04/2024",1.93518777611214,3.77916816994828,"1/04/2024",0,0,0,0,0,0,0
358,"Riroriro Road",960000,29,122,139,"All",17,105,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,60,3,0,2,"ac","31/03/2012","R","AC",30,3,45,TRUE,"1/05/1964",-10,-1,-1,-1,-1,0,0,"1/04/2024",61.679565609739,"1/04/2024",6.86194642282633,3.30591909891521,"1/04/2024",0,37.6447825722862,0,0,0,0,0
359,"Paneika Lane",195000,36,370,391,"All",21,231,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,408,10,0,2,"seal","1/02/2004","R","2CHIP",10,3,33,TRUE,"17/01/1965",-9,-1,-1,-1,-1,0,0,"9/10/2023",75.2440109129077,"1/04/2024",3.38295308535639,1.0157004352394,"1/04/2024",0,0,0,7.71601618384011,0,0,0
360,"Tapeka Heights Lane",62000,21,0,277,"All",277,3601,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,1476,3,0,2,"seal","13/01/2007","R","2CHIP",17,4,36,TRUE,"2/01/1934",-40,-1,-1,-1,-1,0,0,"4/10/2023",82.4194896576598,"1/04/2024",4.09589205248943,7.41675445119512,"1/04/2024",0,0,0,0,15.2498205029406,0,0
361,"Croatia Avenue",816000,6,42,76,"All",34,272,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,50,6,0,2,"ac","4/12/1984","R","AC",30,1,14,TRUE,"3/10/1978",5,-1,-1,-1,-1,0,0,"1/04/2024",75.9857603782992,"1/04/2024",2.94429924443245,2.08359445036097,"1/04/2024",0,0,0,0,0,0,0
362,"Port Street East",544000,917,0,21,"All",21,109,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,2,250,8,0,2,"seal","25/11/2004","R","2CHIP",14,2,24,TRUE,"2/01/1979",5,-1,-1,-1,-1,0,0,"1/04/2024",55.5721894652227,"1/04/2024",9.04272810872037,8.32246159525221,"1/04/2024",0,0,0,0,0,5.49825488869101,3.92854645987973
363,"Fendall Close",495000,15,0,438,"All",438,5480,TRUE,TRUE,FALSE,"seal","U","Primary Collector","LOCAL","zz","zz","zz","zz","UH",2,5,4503,2.1,0,2,"seal","27/03/2013","R","2CHIP",12,5,48,TRUE,"2/12/1966",-7,-1,-1,-1,-1,0,0,"7/10/2023",77.0872809674002,"1/04/2024",6.63173841990582,1.04468382185523,"1/04/2024",0,31.1762747506145,0,0,26.1695667821914,0,0
364,"Riroriro Road",844000,29,0,122,"All",122,756,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,60,3,0,2,"seal","24/11/2015","R","2CHIP",11,4,31,TRUE,"25/03/1955",-19,-1,-1,-1,-1,0,0,"1/04/2024",96.0143799072082,"1/04/2024",8.28335002392695,6.50955423513052,"1/04/2024",0,24.0602710954845,0,0,0,0,0
365,"Weston Way",61000,9339,2385,2696,"All",311,3919,TRUE,TRUE,FALSE,"seal","U","Secondary Collector","COLLECTOR","zz","zz","zz","zz","UM",2,4,2908,2,0,2,"seal","25/02/2008","R","2CHIP",11,2,29,TRUE,"11/05/1957",-17,-1,-1,-1,-1,0,0,"7/10/2023",49.9876950998279,"1/04/2024",1.40668635483745,11.7017979876601,"1/04/2024",16.5812217879575,29.8473653472029,0,0,0,0,0
366,"Foxglove Drive",329000,9167,0,668,"All",668,4008,TRUE,TRUE,FALSE,"seal","R","Access","LOCAL","zz","zz","zz","zz","RL",2,3,1230,21,0,2,"ac","10/02/2011","R","AC",35,1,30,TRUE,"12/05/2011",37,-1,-1,-1,-1,0,0,"10/10/2023",77.7701809289371,"1/04/2024",3.09874887846593,4.26522369831485,"1/04/2024",0,24.5450148486998,0,0,0,0,0
367,"Kowhai Glen",475000,9,0,305,"All",305,2774,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,108,6,0,2,"ac","25/01/1990","R","AC",30,2,20,TRUE,"7/09/1973",0,-1,-1,-1,-1,0,0,"3/10/2023",52.3643675205447,"1/04/2024",2.4276925064271,8.1550815582892,"1/04/2024",0,0,0,0,0,0,0
368,"Stud Road",341000,26,0,205,"All",205,2686,TRUE,TRUE,FALSE,"seal","U","Secondary Collector","LOCAL","zz","zz","zz","zz","UM",2,3,1363,3,0,2,"seal","21/03/2015","R","2CHIP",14,3,39,TRUE,"1/01/1960",-14,-1,-1,-1,-1,0,0,"3/10/2023",50.5287033908674,"1/04/2024",11.983626990918,4.73403205687464,"1/04/2024",0,33.6245408121031,0,0,0,0,0
369,"Burkes Creek Road",747000,20,21,520,"All",499,6614,TRUE,TRUE,FALSE,"seal","U","Primary Collector","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2426,4.5,0,2,"seal","17/02/2014","R","2CHIP",12,4,28,TRUE,"1/09/1974",1,-1,-1,-1,-1,0,0,"6/10/2023",82.4045785945369,"1/04/2024",4.98181461174923,4.91417252377584,"1/04/2024",0,32.2187699775677,0,0,16.6915327089373,0,0
370,"Monaghan Way",311000,18,0,80,"All",80,648,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,1,43,3,0,2,"seal","14/03/2018","R","2CHIP",15,1,4,TRUE,"14/03/2018",44,-1,-1,-1,-1,0,0,"1/04/2024",57.2682550423394,"1/04/2024",8.97038952844128,3.17969760223546,"1/04/2024",13.3854788953904,17.6320585168432,0,0,0,0,0
371,"Burkes Creek Road",197000,20,697,765,"All",68,884,TRUE,TRUE,FALSE,"ac","U","Primary Collector","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,4,2700,4,0,2,"ac","4/03/2014","R","AC",16,4,57,TRUE,"2/06/1981",7,-1,-1,-1,-1,0,0,"6/10/2023",77.9941804759949,"1/04/2024",3.10349799198473,2.28907697117746,"1/04/2024",0,0,0,0,11.7616446176544,0,0
372,"Sir John McKenzie Drive",677000,22,0,530,"All",530,4293,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,239,4,0,2,"seal","10/12/2015","R","2CHIP",10,3,24,TRUE,"1/12/1966",-7,-1,-1,-1,-1,0,0,"10/10/2023",84.4820018568333,"1/04/2024",3.63097368849574,1,"1/04/2024",0,0,0,0,0,5.11622929992154,7.511126360856
373,"Weston Way",619000,9339,886,939,"All",53,1219,TRUE,TRUE,FALSE,"ac","U","Arterial","MINOR ARTERIAL","zz","zz","zz","zz","UH",2,5,9879,3,0,2,"ac","3/04/2013","R","AC",14,3,38,TRUE,"2/01/1953",-21,-1,-1,-1,-1,0,0,"7/10/2023",75.9950193809375,"1/04/2024",4.59194382693611,5.2777262110623,"1/04/2024",11.3635603666771,0,1.18693583040033,0,0,0,0
374,"Weston Way",741000,9339,3457,3675,"All",218,2747,TRUE,TRUE,FALSE,"ac","U","Secondary Collector","LOCAL","zz","zz","zz","zz","UM",2,3,1047,2,0,2,"ac","25/11/2007","R","AC",25,1,20,TRUE,"6/04/2007",33,-1,-1,-1,-1,0,0,"7/10/2023",55.2025778449617,"1/04/2024",3.95241350962877,3.06339916970916,"1/04/2024",0,0,0,0,10.5537844018545,0,0
375,"Brook Street North",869000,1013,0,220,"All",220,1664,TRUE,TRUE,FALSE,"seal","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,184,4,0,2,"seal","7/01/2004","R","2CHIP",16,2,16,TRUE,"19/08/1993",20,-1,-1,-1,-1,0,0,"2/10/2023",49.2252835363284,"1/04/2024",3.93691988857102,5.45006661362155,"1/04/2024",0,0,0,0,0,0,0
376,"Lower Ahu Ahu Road",664000,11,158,179,"All",21,168,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,146,4,0,2,"ac","2/02/2016","R","AC",35,2,48,TRUE,"25/01/1964",-10,-1,-1,-1,-1,0,0,"4/10/2023",79.8585269508807,"1/04/2024",8.31734159170969,10.6775216468888,"1/04/2024",0,7.30397824500687,0,0,0,0,0
377,"Paneika Lane",192000,36,391,520,"All",129,1419,TRUE,TRUE,FALSE,"ac","U","Access","LOCAL","zz","zz","zz","zz","UL",2,2,408,10,0,2,"ac","17/12/2020","R","AC",14,3,66,TRUE,"17/01/1965",-9,-1,-1,-1,-1,0,0,"9/10/2023",104.422147035778,"1/04/2024",3.99864718630253,6.39955745871397,"1/04/2024",0,18.978123946581,0,0,17.0822201482952,0,7.48573491489515
378,"Freemason Avenue",538000,37,172,362,"All",190,1900,TRUE,TRUE,FALSE,"seal","U","Access","LOCAL","zz","zz","zz","zz","UL",2,3,859,3,0,2,"seal","20/02/2008","R","2CHIP",18,2,16,TRUE,"2/01/1928",-46,-1,-1,-1,-1,0,0,"5/10/2023",90.3214186059532,"1/04/2024",5.49221868908383,9.61881638852717,"1/04/2024",0,0,0,0,0,4.59404948912561,0
379,"Cousins Avenue East",529000,1035,0,61,"All",61,427,TRUE,TRUE,FALSE,"ac","U","Low Volume","LOCAL","zz","zz","zz","zz","UL",2,2,135,2,0,2,"ac","24/11/1995","R","AC",30,2,30,TRUE,"4/11/1995",22,-1,-1,-1,-1,0,0,"1/04/2024",90.9532794901732,"1/04/2024",7.85270644760929,8.49580576614763,"1/04/2024",0,20.3521039001644,0,0,0,0,0
380,"Weston Way",119000,9339,3114,3398,"All",284,3578,TRUE,TRUE,FALSE,"seal","U","Secondary Collector","LOCAL","zz","zz","zz","zz","UM",2,3,1047,2,0,2,"seal","25/02/2008","R","2CHIP",14,3,37,TRUE,"16/05/1957",-17,-1,-1,-1,-1,0,0,"7/10/2023",45,"1/04/2024",5.134292513854,11.2063781875793,"1/04/2024",0,26.0253275365103,0,7.7718423618935,0,0,0
