elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
80,36,Paneika Lane,370,391,All,0,0.1,0.3,0.5,0.7,0.9,1.2,1.5,2,2.5,3.1,3.9,4.7,5.9,7.2,8.8,10.6,12.7,15.2,18,21.2,24.8,28.8,33,37.1,40.9,44.6,48.2,51.5,54.8,57.8
81,36,Paneika Lane,391,520,All,0.2,0.2,0.2,0.2,1.2,1.3,1.5,1.7,1.9,2.1,2.4,2.7,3.2,3.7,4.3,5.1,5.9,7.1,8.4,10,11.9,14,16.4,19.2,22.5,26.1,30.1,34.3,38.3,42.2,45.9
82,37,Freemason Avenue,0,149,All,0,0.1,0.3,0.4,0.6,0.8,1,1.2,1.5,1.9,2.3,2.9,3.4,4.1,4.9,5.9,7.1,8.5,10,11.8,13.7,16,18.5,21.4,24.5,28,31.7,35.3,38.7,42,45.2
83,37,Freemason Avenue,149,172,All,0,0,0,0,0,0,0,0,0,0,1,1.1,1.2,1.3,1.4,1.5,1.7,1.8,2,2.1,2.3,2.6,2.8,3.2,3.5,3.9,4.3,4.8,5.3,6,6.7
84,37,Freemason Avenue,172,362,All,0,0.2,0.4,0.7,1,1.3,1.8,2.4,3.2,4.2,5.4,7.1,9.1,11.5,14.4,17.8,21.9,26.6,31.9,37,41.8,46.4,50.7,54.8,58.6,62.1,65.4,68.5,71.3,73.9,76.3
85,38,Tyler Place,0,279,All,0,0.2,0.3,0.6,0.8,1.1,1.4,1.9,2.4,3.1,3.9,4.9,6.2,7.8,9.7,11.9,14.5,17.5,21,25,29.4,34,38.4,42.6,46.6,50.4,54,57.4,60.6,63.7,66.5
86,38,Tyler Place,279,322,All,0,0.2,0.3,0.6,0.8,1.1,1.4,1.9,2.4,3.1,4,5,6.3,7.9,9.8,12,14.5,17.6,21.1,25.1,29.6,34.2,38.6,42.8,46.8,50.6,54.2,57.6,60.8,63.8,66.6
87,38,Tyler Place,322,334,All,0,0,0,1,1.1,1.2,1.3,1.4,1.6,1.7,1.8,2,2.2,2.4,2.7,2.9,3.3,3.7,4.1,4.5,5,5.6,6.3,7.1,7.9,8.9,10,11.2,12.5,13.9,15.4
88,38,Tyler Place,334,389,All,0,0.2,0.3,0.6,0.8,1.1,1.4,1.9,2.4,3.1,3.9,4.9,6.2,7.8,9.7,11.9,14.5,17.5,21,25,29.4,34,38.4,42.6,46.6,50.4,54,57.4,60.6,63.7,66.5
89,39,Ashlar Court,0,251,All,0,0.1,0.3,0.4,0.6,0.8,1,1.3,1.6,2,2.5,3.1,3.7,4.5,5.4,6.6,7.9,9.5,11.2,13.2,15.4,18,20.9,24.2,27.7,31.5,35.3,38.8,42.3,45.6,48.8
90,40,Bravery Road,0,278,All,0.1,1.1,1.3,1.5,1.7,2,2.3,2.7,3.2,3.8,4.6,5.4,6.5,7.9,9.6,11.6,13.8,16.4,19.5,23,27,31.4,35.8,40,44,47.9,51.5,55,58.3,61.4,64.3
91,41,Huamanu Street,0,116,All,0,0.1,0.2,0.4,0.5,0.7,0.9,1.1,1.3,1.6,1.9,2.3,2.8,3.3,3.9,4.6,5.5,6.5,7.6,8.9,10.4,12,13.8,15.9,18.2,20.7,23.5,26.6,29.8,33.2,36.4
92,41,Huamanu Street,116,134,All,0,0,0,0,0,0,0,0,0,0,1,1.1,1.2,1.4,1.5,1.7,1.9,2.1,2.3,2.6,3,3.4,3.8,4.4,5,5.7,6.5,7.5,8.7,10,11.5
93,1092,Bronte Road East,0,156,All,0,0.1,0.2,0.3,0.4,0.6,0.7,0.9,1.1,1.3,1.5,1.8,2.1,2.5,3,3.4,4,4.6,5.3,6.1,7.1,8.2,9.4,10.7,12.1,13.7,15.5,17.5,19.7,22.1,24.6
94,1092,Bronte Road East,156,183,All,0,0.1,0.2,0.3,0.4,0.6,0.7,0.9,1.1,1.3,1.5,1.8,2.1,2.5,3,3.4,4,4.6,5.3,6.1,7.1,8.2,9.4,10.7,12.1,13.7,15.5,17.5,19.7,22.1,24.6
95,42,Te Manaki Street,0,377,All,0,0.1,0.3,0.4,0.6,0.8,1,1.2,1.6,1.9,2.4,2.9,3.5,4.2,5.1,6.1,7.4,8.8,10.4,12.2,14.3,16.7,19.4,22.3,25.6,29.2,32.9,36.5,39.9,43.3,46.5
96,44,Dickins Lane,0,474,All,0,0,0,0,0,1,1.1,1.3,1.4,1.6,1.8,2,2.2,2.5,2.9,3.3,3.8,4.4,5,5.8,6.7,7.8,9,10.4,12,13.7,15.7,17.9,20.5,23.2,26.3
97,44,Dickins Lane,474,1091,All,0,0,0,0,0,0,0,0,1,1.1,1.3,1.4,1.6,1.8,2.1,2.3,2.7,3.1,3.7,4.3,4.9,5.7,6.8,8,9.4,11,12.9,15,17.4,20.1,23.2
98,43,Infantry Lane,0,95,All,0,0.1,0.2,0.3,0.5,0.6,0.8,1,1.2,1.4,1.7,2,2.4,2.8,3.3,3.9,4.5,5.3,6.1,7.2,8.3,9.6,11,12.6,14.3,16.3,18.5,20.9,23.5,26.3,29.4
99,45,Chatfield Lane,0,83,All,0,0,1,1.1,1.3,1.4,1.6,1.8,2,2.2,2.5,2.9,3.3,3.8,4.3,5,5.7,6.6,7.7,8.9,10.3,11.8,13.5,15.5,17.7,20.2,23,26,29.2,32.7,36.1
