elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
42,9339,Weston Way,3398,3457,All,0,0.073,0.151,0.237,0.329,0.43,0.537,0.652,0.775,0.904,1.042,1.186,1.355,1.553,1.781,2.038,2.325,2.641,2.988,3.363,3.769,4.204,4.706,5.282,5.933,6.657,7.456,8.328,9.275,10.295,11.39
43,9339,Weston Way,3457,3675,All,0,0,0,0.1,0.173,0.25,0.334,0.426,0.525,0.632,0.746,0.866,0.995,1.13,1.273,1.438,1.631,1.854,2.106,2.387,2.697,3.036,3.405,3.802,4.229,4.715,5.273,5.905,6.609,7.386,8.236
44,9167,Foxglove Drive,0,668,All,0,0,0,0,0,0,0.1,0.171,0.247,0.329,0.418,0.515,0.618,0.728,0.846,0.97,1.101,1.24,1.394,1.576,1.785,2.023,2.289,2.583,2.905,3.255,3.632,4.038,4.482,4.995,5.578
45,16,Sarah Lane,0,515,All,0,0.074,0.153,0.24,0.334,0.436,0.545,0.662,0.787,0.919,1.059,1.206,1.381,1.586,1.821,2.087,2.383,2.709,3.066,3.453,3.87,4.322,4.85,5.454,6.133,6.888,7.719,8.626,9.609,10.667,11.802
46,17,Ash Drive,0,318,All,0,0,0,0,0,0,0.1,0.175,0.258,0.349,0.448,0.554,0.669,0.791,0.92,1.058,1.203,1.365,1.558,1.782,2.037,2.324,2.641,2.99,3.37,3.781,4.223,4.73,5.315,5.977,6.718
47,18,Monaghan Way,0,80,All,0,0,0,0,0,0,0,0,0.1,0.172,0.249,0.333,0.424,0.523,0.629,0.741,0.861,0.988,1.122,1.264,1.426,1.616,1.836,2.083,2.36,2.665,2.998,3.36,3.751,4.17,4.641
48,1035,Cousins Avenue East,0,61,All,0,0.073,0.15,0.235,0.327,0.426,0.532,0.646,0.767,0.896,1.032,1.175,1.34,1.534,1.757,2.009,2.291,2.602,2.942,3.312,3.71,4.138,4.626,5.186,5.82,6.526,7.306,8.159,9.085,10.083,11.155
49,19,Elm Close,0,82,All,0,0,0,0,0,0.1,0.174,0.254,0.341,0.436,0.539,0.649,0.767,0.892,1.025,1.165,1.313,1.491,1.698,1.937,2.205,2.503,2.831,3.19,3.578,3.997,4.454,4.987,5.595,6.278,7.036
50,19,Elm Close,82,101,All,0,0,0,0,0.1,0.178,0.264,0.357,0.457,0.566,0.681,0.804,0.935,1.073,1.218,1.388,1.588,1.818,2.078,2.368,2.688,3.038,3.417,3.827,4.267,4.777,5.363,6.024,6.759,7.57,8.455
51,20,Burkes Creek Road,0,21,All,0,0.1,0.174,0.255,0.344,0.44,0.544,0.655,0.775,0.901,1.036,1.177,1.33,1.513,1.726,1.97,2.244,2.548,2.884,3.249,3.645,4.071,4.545,5.095,5.72,6.422,7.2,8.055,8.985,9.991,11.074
